PMID	MESH_ID	MESH_TERM
22125205	D007238	Infarction
22209620	D007238	Infarction
22208441	D007238	Infarction
22125206	D007238	Infarction
22209337	D007238	Infarction
22209631	D007238	Infarction
22209309	D007238	Infarction
22209613	D007238	Infarction
22209645	D007238	Infarction
22209965	D007238	Infarction
22209337	D007238	Infarctions
22209112	D007239	Infection
22209510	D007239	Infection
22209515	D007239	Infection
22208535	D007239	Infection
22208721	D007239	Infection
22209755	D007239	Infection
22209906	D007239	Infection
22210004	D007239	Infection
22208443	D007239	Infection
22209916	D007239	Infection
22209687	D007239	Infection
22196208	D007239	Infection
22208783	D007239	Infection
22210140	D007239	Infection
22208546	D007239	Infection
22208551	D007239	Infection
22209202	D007239	Infection
22209230	D007239	Infection
22209846	D007239	Infection
22210288	D007239	Infection
22210071	D007239	Infection
22208547	D007239	Infection
22209938	D007239	Infection
22210012	D007239	Infection
22207926	D007239	Infection
22208431	D007239	Infection
22208606	D007239	Infection
22209097	D007239	Infection
22209119	D007239	Infection
22209231	D007239	Infection
22209627	D007239	Infection
22209694	D007239	Infection
22209940	D007239	Infection
22210224	D007239	Infection
22208138	D007239	Infection
22208543	D007239	Infection
22209380	D007239	Infection
22209509	D007239	Infection
22209937	D007239	Infection
22210180	D007239	Infection
22208616	D007239	Infection
22209083	D007239	Infection
22208319	D007239	Infection
22209041	D007239	Infection
22209233	D007239	Infection
22209328	D007239	Infection
22209428	D007239	Infection
22208322	D007239	Infection
22208324	D007239	Infection
22208328	D007239	Infection
22208497	D007239	Infection
22208537	D007239	Infection
22208620	D007239	Infection
22209337	D007239	Infection
22209495	D007239	Infection
22209655	D007239	Infection
22209915	D007239	Infection
22210056	D007239	Infection
22210139	D007239	Infection
22210156	D007239	Infection
22210265	D007239	Infection
22210266	D007239	Infection
22183101	D007239	Infection
22208275	D007239	Infection
22208446	D007239	Infection
22208447	D007239	Infection
22208541	D007239	Infection
22209096	D007239	Infection
22209234	D007239	Infection
22209448	D007239	Infection
22210019	D007239	Infection
22210133	D007239	Infection
22210220	D007239	Infection
22210096	D007239	Infection
22196207	D007239	Infection
22208437	D007239	Infection
22208646	D007239	Infection
22208657	D007239	Infection
22208663	D007239	Infection
22208848	D007239	Infection
22209383	D007239	Infection
22209689	D007239	Infection
22209696	D007239	Infection
22210007	D007239	Infection
22210037	D007239	Infection
22210061	D007239	Infection
22210063	D007239	Infection
22210182	D007239	Infection
22210215	D007239	Infection
22208409	D007239	Infection
22208894	D007239	Infection
22208559	D007239	Infections
22208597	D007239	Infections
22209288	D007239	Infections
22208140	D007239	Infections
22209515	D007239	Infections
22210061	D007239	Infections
22209097	D007239	Infections
22209937	D007239	Infections
22208548	D007239	Infections
22209096	D007239	Infections
22208324	D007239	Infections
22209686	D007239	Infections
22208606	D007239	Infections
22209744	D007239	Infections
22209960	D007239	Infections
22209380	D007239	Infections
22209914	D007239	Infections
22209938	D007239	Infections
22209420	D007239	Infections
22202648	D007239	Infections
22208312	D007239	Infections
22209048	D007239	Infections
22209143	D007239	Infections
22196208	D007239	Infections
22208747	D007239	Infections
22210056	D007239	Infections
22196206	D007239	Infections
22202643	D007239	Infections
22208431	D007239	Infections
22208544	D007239	Infections
22208546	D007239	Infections
22208551	D007239	Infections
22208790	D007239	Infections
22208918	D007239	Infections
22209018	D007239	Infections
22209510	D007239	Infections
22209755	D007239	Infections
22209940	D007239	Infections
22210201	D007239	Infections
22210096	D007239	Infections
22196205	D007239	Infections
22196207	D007239	Infections
22208406	D007239	Infections
22208440	D007239	Infections
22208502	D007239	Infections
22208598	D007239	Infections
22208602	D007239	Infections
22208620	D007239	Infections
22209121	D007239	Infections
22209655	D007239	Infections
22209687	D007239	Infections
22209987	D007239	Infections
22210067	D007239	Infections
22210215	D007239	Infections
22210376	D007239	Infections
22209610	D007239	Infections
22210071	D007239	Infections
22209243	D007239	Infections
22209314	D007246	Infertility
22210179	D007249	Inflammation
22209870	D007249	Inflammation
22208783	D007249	Inflammation
22210207	D007249	Inflammation
22210181	D007249	Inflammation
22209225	D007249	Inflammation
22183097	D007249	Inflammation
22208553	D007249	Inflammation
22209256	D007249	Inflammation
22209928	D007249	Inflammation
22208537	D007249	Inflammation
22209878	D007249	Inflammation
22183103	D007249	Inflammation
22209079	D007249	Inflammation
22209981	D007249	Inflammation
22210023	D007249	Inflammation
22210158	D007249	Inflammation
22208651	D007249	Inflammation
22209007	D007249	Inflammation
22210374	D007249	Inflammation
22207929	D007249	Inflammation
22208140	D007249	Inflammation
22208546	D007249	Inflammation
22209184	D007249	Inflammation
22209448	D007249	Inflammation
22209691	D007249	Inflammation
22209715	D007249	Inflammation
22209884	D007249	Inflammation
22209926	D007249	Inflammation
22209940	D007249	Inflammation
22209988	D007249	Inflammation
22210036	D007249	Inflammation
22210049	D007249	Inflammation
22210177	D007249	Inflammation
22210274	D007249	Inflammation
22202644	D007249	Inflammation
22208160	D007249	Inflammation
22208453	D007249	Inflammation
22208747	D007249	Inflammation
22208751	D007249	Inflammation
22208943	D007249	Inflammation
22209001	D007249	Inflammation
22209006	D007249	Inflammation
22209102	D007249	Inflammation
22209625	D007249	Inflammation
22209771	D007249	Inflammation
22209925	D007249	Inflammation
22209949	D007249	Inflammation
22210006	D007249	Inflammation
22210037	D007249	Inflammation
22210065	D007249	Inflammation
22210104	D007249	Inflammation
22210353	D007249	Inflammation
22125104	D007249	Inflammation
22208271	D007249	Inflammation
22210139	D007251	Influenza, Human
22208446	D007251	Influenza
22209917	D007251	Influenza
22208497	D007251	Influenza
22210139	D007251	Influenza
22209901	D007251	Influenza
22209755	D007251	Influenza
22208764	D007251	Influenza
22208275	D007251	Influenza
22209958	D007340	Insulinoma
22209958	D007340	Insulinomas
22210090	D007416	Intestinal Perforation
22210090	D007416	Perforation, Intestinal
22209172	D007431	Intraoperative Complications
22209495	D007431	Intraoperative Complications
22209172	D007431	Complications, Intraoperative
22209495	D007431	Complications, Intraoperative
22207929	D007443	Intussusceptions
22210172	D007511	Ischemia
22208832	D007511	Ischemia
22210235	D007511	Ischemia
22209001	D007511	Ischemia
22209608	D007511	Ischemia
22182278	D007511	Ischemia
22210280	D007511	Ischemia
22210170	D007511	Ischemia
22182267	D007511	Ischemia
22209353	D007511	Ischemia
22209614	D007511	Ischemia
22209856	D007511	Ischemia
22208174	D007511	Ischemia
22208894	D007511	Ischemia
22209796	D007511	Ischemia
22209914	D007565	Jaundice
21978117	D007593	Joint Instability
21978117	D007593	Instabilities, Joint
22208933	D007593	Joint Hypermobility
21978117	D007593	Joint Instabilities
22209987	D007634	Keratitis
22202647	D007642	Keratosis
22209095	D007662	Ketosis
21985979	D007669	Stones, Kidney
22209346	D007674	Kidney Diseases
22210052	D007674	Kidney Diseases
22208997	D007674	Disease, Kidney
22208139	D007674	Disease, Kidney
22209926	D007674	Disease, Kidney
22209480	D007674	Disease, Kidney
22209914	D007674	Disease, Kidney
22210052	D007674	Disease, Kidney
22209346	D007674	Diseases, Kidney
22210052	D007674	Diseases, Kidney
22208997	D007674	Kidney Disease
22208139	D007674	Kidney Disease
22209926	D007674	Kidney Disease
22209480	D007674	Kidney Disease
22209914	D007674	Kidney Disease
22210052	D007674	Kidney Disease
22209914	D007676	End-Stage Kidney Disease
22208793	D007676	Chronic Renal Failure
22209914	D007676	Disease, End-Stage Kidney
22208139	D007676	Disease, End-Stage Renal
22210289	D007676	Disease, End-Stage Renal
22209914	D007676	End Stage Kidney Disease
22208139	D007676	End Stage Renal Disease
22210289	D007676	End Stage Renal Disease
22209914	D007676	Kidney Disease, End-Stage
22208139	D007676	Renal Disease, End Stage
22210289	D007676	Renal Disease, End Stage
22209958	D007680	Cancer of the Kidney
22209958	D007680	Cancer, Kidney
22210014	D007738	Kyphosis
22210013	D007738	Kyphosis
22210017	D007738	Kyphosis
22208855	D007738	Kyphosis
22195756	D007819	Laryngeal Edema
22208937	D007822	Cancer, Laryngeal
22182055	D007889	Fibroids
22182055	D007889	Uterine Fibroids
22207927	D007890	Leiomyosarcoma
22210224	D007896	Leishmaniasis
22209428	D007896	Leishmaniasis
22209914	D007896	Leishmaniasis
22209428	D007898	Leishmaniasis, Visceral
22209914	D007898	Leishmaniasis, Visceral
22209428	D007898	Visceral Leishmaniasis
22209914	D007898	Visceral Leishmaniasis
22209392	D007906	Lens Subluxation
22209392	D007906	Subluxation, Lens
22202643	D007918	Leprosy
22209840	D007938	Leukemia
22209839	D007938	Leukemia
22208487	D007938	Leukemia
22209945	D007938	Leukemia
22210288	D007938	Leukemia
22209888	D007938	Leukemia
22208491	D007938	Leukemia
22208447	D007938	Leukemia
22208918	D007938	Leukemia
22209203	D007938	Leukemia
22209988	D007938	Leukemia
22208646	D007938	Leukemia
22208990	D007938	Leukemia
22209840	D007951	Leukemia, Myeloid
22208491	D007951	Leukemia, Myeloid
22209988	D007951	Leukemia, Myeloid
22209839	D007951	Leukemia, Myeloid
22208542	D007964	Leukocytosis
22208690	D008067	Lipoma
22208493	D008067	Lipomas
22207927	D008080	Liposarcoma
22208493	D008080	Liposarcomas
22209602	D008088	Listeriosis
22208688	D008103	Liver Cirrhosis
22208535	D008107	Disease, Liver
22208561	D008107	Disease, Liver
22209679	D008107	Disease, Liver
22209682	D008107	Disease, Liver
22209710	D008107	Disease, Liver
22208535	D008107	Liver Disease
22208561	D008107	Liver Disease
22209679	D008107	Liver Disease
22209682	D008107	Liver Disease
22209710	D008107	Liver Disease
22208561	D008108	Alcoholic Liver Disease
22208561	D008108	Liver Disease, Alcoholic
22209958	D008113	Cancer of the Liver
22207924	D008113	Cancer, Liver
22208969	D008113	Cancer, Liver
22210086	D008113	Cancers, Hepatocellular
22210086	D008113	Hepatocellular Cancers
22209937	D008169	Lung Abscess
22209937	D008169	Abscess, Lung
22209926	D008171	Disease, Pulmonary
22209928	D008171	Disease, Pulmonary
22209929	D008171	Disease, Pulmonary
22209931	D008171	Disease, Pulmonary
22208797	D008171	Disease, Pulmonary
22209925	D008171	Disease, Pulmonary
22209927	D008171	Disease, Pulmonary
22209930	D008171	Disease, Pulmonary
22209156	D008171	Disease, Pulmonary
22209613	D008171	Disease, Pulmonary
22210266	D008171	Disease, Pulmonary
22209610	D008171	Disease, Pulmonary
22209715	D008171	Diseases, Pulmonary
22209926	D008171	Pulmonary Disease
22209928	D008171	Pulmonary Disease
22209929	D008171	Pulmonary Disease
22209931	D008171	Pulmonary Disease
22208797	D008171	Pulmonary Disease
22209925	D008171	Pulmonary Disease
22209927	D008171	Pulmonary Disease
22209930	D008171	Pulmonary Disease
22209156	D008171	Pulmonary Disease
22209613	D008171	Pulmonary Disease
22210266	D008171	Pulmonary Disease
22209610	D008171	Pulmonary Disease
22209930	D008171	Disease, Lung
22209930	D008171	Lung Disease
22209930	D008173	Lung Disease, Obstructive
22209930	D008173	Obstructive Lung Disease
22209926	D008173	Obstructive Pulmonary Disease
22209928	D008173	Obstructive Pulmonary Disease
22209929	D008173	Obstructive Pulmonary Disease
22209931	D008173	Obstructive Pulmonary Disease
22209925	D008173	Obstructive Pulmonary Disease
22209927	D008173	Obstructive Pulmonary Disease
22209930	D008173	Obstructive Pulmonary Disease
22209613	D008173	Obstructive Pulmonary Disease
22209610	D008173	Obstructive Pulmonary Disease
22209926	D008173	Pulmonary Disease, Obstructive
22209928	D008173	Pulmonary Disease, Obstructive
22209929	D008173	Pulmonary Disease, Obstructive
22209931	D008173	Pulmonary Disease, Obstructive
22209925	D008173	Pulmonary Disease, Obstructive
22209927	D008173	Pulmonary Disease, Obstructive
22209930	D008173	Pulmonary Disease, Obstructive
22209613	D008173	Pulmonary Disease, Obstructive
22209610	D008173	Pulmonary Disease, Obstructive
22209869	D008175	Cancer, Lung
22209426	D008175	Cancer, Lung
22210046	D008175	Cancer, Lung
22209459	D008175	Cancer, Lung
22209841	D008175	Cancer, Lung
22208965	D008175	Cancer, Lung
22209766	D008175	Cancer, Lung
22209958	D008175	Cancer, Lung
22210048	D008175	Cancer, Lung
22209049	D008175	Cancer, Lung
22209375	D008175	Cancer, Lung
22209754	D008175	Cancer, Lung
22209926	D008175	Cancer, Lung
22210352	D008175	Cancer, Lung
22208386	D008175	Cancer, Lung
22208557	D008180	Lupus Erythematosus, Systemic
22210142	D008180	Lupus Erythematosus, Systemic
22209319	D008180	Lupus Erythematosus, Systemic
22202645	D008180	Lupus Erythematosus, Systemic
22209113	D008180	Lupus Erythematosus, Systemic
22210384	D008180	Lupus Erythematosus, Systemic
22209113	D008181	Lupus Nephritis
22209609	D008209	Lymphedema
22209053	D008210	Lymphocele
22209610	D008210	Lymphocele
22209076	D008218	Lymphocytosis
22209342	D008223	Lymphoma
22208685	D008223	Lymphoma
22208903	D008223	Lymphoma
22210089	D008223	Lymphoma
22210180	D008223	Lymphoma
22209076	D008223	Lymphoma
22208655	D008223	Lymphoma
22208442	D008223	Lymphoma
22208447	D008223	Lymphoma
22208658	D008223	Lymphoma
22208659	D008223	Lymphoma
22209203	D008223	Lymphoma
22209975	D008223	Lymphoma
22208654	D008223	Lymphoma
22208442	D008223	Lymphomas
22209342	D008223	Lymphomas
22202647	D008223	Lymphomas
22208656	D008223	Lymphomas
22209342	D008224	Lymphoma, Follicular
22208903	D008228	Lymphoma, Non-Hodgkin
22208447	D008228	Lymphoma, Non-Hodgkin's
22208447	D008228	Non-Hodgkin's Lymphoma
22208903	D008228	Lymphoma, Non Hodgkin
22208447	D008228	Lymphoma, Non Hodgkin's
22208903	D008228	Non Hodgkin Lymphoma
22208447	D008228	Non Hodgkin's Lymphoma
22208658	D008231	Lymphopenia
22208939	D008260	Macroglossia
22209106	D008265	Macrostomia
22208409	D008288	Malaria
22210220	D008288	Malaria
22209907	D008288	Malaria
22208458	D008288	Malaria
22209227	D008311	Class I, Angle
22208858	D008480	Mediastinitis
22209398	D008527	Medulloblastoma
22209398	D008527	Desmoplastic Medulloblastoma
22210266	D008531	Megacolon
22210266	D008532	Megacolon, Toxic
22210266	D008532	Toxic Megacolon
22209751	D008545	Melanoma
22209152	D008545	Melanoma
22210094	D008545	Melanoma
22202647	D008545	Melanoma
22210010	D008545	Melanoma
22208977	D008545	Melanoma
22210138	D008545	Melanoma
22209988	D008548	Melanosis
22210271	D008557	Melorheostosis
22209769	D008579	Meningioma
22209154	D008579	Meningioma
22209154	D008579	Intracranial Meningiomas
22209151	D008579	Intracranial Meningiomas
22209769	D008579	Meningiomas
22209151	D008579	Meningiomas
22209154	D008579	Meningiomas
22209154	D008579	Meningiomas, Intracranial
22209151	D008579	Meningiomas, Intracranial
22208541	D008581	Meningitis
22208541	D008582	Meningitis, Aseptic
22208720	D008654	Mesothelioma
22208496	D008654	Mesothelioma
22200078	D008654	Mesothelioma
22208496	D008654	Mesotheliomas
22125210	D008659	Metabolic Diseases
22208790	D008659	Metabolic Diseases
22125210	D008659	Diseases, Metabolic
22208790	D008659	Diseases, Metabolic
22209504	D008679	Metaplasia
22182054	D008796	Dysfunctional Uterine Bleeding
22182054	D008796	Uterine Bleeding, Dysfunctional
22209919	D008881	Migraine
22209434	D008881	Migraine
22210279	D008881	Migraine
22208802	D008881	Migraines
22209309	D008944	Mitral Valve Regurgitation
22209309	D008944	Regurgitation, Mitral Valve
22209309	D008944	Valve Regurgitation, Mitral
22209228	D008949	Adenoma, Pleomorphic
22209228	D008949	Pleomorphic Adenoma
22210118	D009041	Motion Sickness
22210118	D009041	Sickness, Motion
22209685	D009059	Disease, Mouth
22209685	D009059	Mouth Disease
22210353	D009062	Cancer, Oral
22209344	D009062	Cancer, Oral
22209101	D009062	Cancer, Oral
22209825	D009062	Cancer, Oral
22136891	D009069	Movement Disorders
22209761	D009069	Movement Disorders
22136891	D009069	Movement Disorder
22182275	D009072	Moyamoya Disease
22196206	D009091	Mucormycosis
22210128	D009103	Multiple Sclerosis
22210305	D009103	Multiple Sclerosis
22209286	D009103	Multiple Sclerosis
22209319	D009103	Multiple Sclerosis
22209870	D009103	Multiple Sclerosis
22209496	D009103	Multiple Sclerosis
22208499	D009103	Multiple Sclerosis
22210239	D009103	Multiple Sclerosis
22210128	D009103	Sclerosis, Multiple
22210305	D009103	Sclerosis, Multiple
22209286	D009103	Sclerosis, Multiple
22209319	D009103	Sclerosis, Multiple
22209870	D009103	Sclerosis, Multiple
22209496	D009103	Sclerosis, Multiple
22208499	D009103	Sclerosis, Multiple
22210239	D009103	Sclerosis, Multiple
22208933	D009120	Cramps
22208933	D009120	Cramps, Muscle
22208933	D009120	Muscle Cramps
22125104	D009135	Myopathy
22209328	D009136	Muscular Dystrophies
22209328	D009136	Dystrophies, Muscular
22209669	D009136	Dystrophy, Muscular
22209916	D009175	Infection, Mycoplasma
22209916	D009175	Mycoplasma Infection
22196206	D009181	Mycoses
22208597	D009181	Mycoses
22196205	D009181	Mycoses
22196208	D009181	Mycoses
22210129	D009187	Myelitis
22210129	D009188	Myelitis, Transverse
22210329	D009190	Myelodysplastic Syndromes
22210329	D009190	Myelodysplastic Syndrome
22210329	D009190	Syndrome, Myelodysplastic
22210329	D009190	Syndromes, Myelodysplastic
22209498	D009202	Cardiomyopathy
22125205	D009203	Myocardial Infarction
22208441	D009203	Myocardial Infarction
22125206	D009203	Myocardial Infarction
22209337	D009203	Myocardial Infarction
22209631	D009203	Myocardial Infarction
22209613	D009203	Myocardial Infarction
22209645	D009203	Myocardial Infarction
22209965	D009203	Myocardial Infarction
22209561	D009203	Myocardial Infarct
22209561	D009203	Infarct, Myocardial
22125205	D009203	Infarction, Myocardial
22208441	D009203	Infarction, Myocardial
22125206	D009203	Infarction, Myocardial
22209337	D009203	Infarction, Myocardial
22209631	D009203	Infarction, Myocardial
22209613	D009203	Infarction, Myocardial
22209645	D009203	Infarction, Myocardial
22209965	D009203	Infarction, Myocardial
22209337	D009203	Infarctions, Myocardial
22209337	D009203	Myocardial Infarctions
22136891	D009207	Myoclonus
22136892	D009207	Jerks, Myoclonic
22136892	D009207	Myoclonic Jerks
22182055	D009214	Myoma
22182055	D009214	Myomas
22182054	D009214	Myomas
22209190	D009304	Nasopharyngitis
22208321	D009325	Nausea
22209346	D009325	Nausea
22208963	D009325	Nausea
22209223	D009325	Nausea
22209361	D009325	Nausea
22209659	D009362	Metastases
22209186	D009362	Metastases
22209841	D009362	Metastases
22208945	D009362	Metastases
22209150	D009362	Metastases
22209710	D009362	Metastases
22209958	D009362	Metastases
22208884	D009362	Metastases
22209183	D009362	Metastases
22209430	D009362	Metastases
22209478	D009362	Metastases
22209155	D009362	Metastases
22208963	D009362	Metastases
22208970	D009362	Metastases
22209049	D009362	Metastases
22209152	D009362	Metastases
22209699	D009362	Metastases
22208936	D009369	Neoplasms
22208493	D009369	Neoplasms
22209633	D009369	Neoplasms
22208447	D009369	Neoplasms
22209716	D009369	Neoplasms
22210082	D009369	Neoplasms
22209342	D009369	Neoplasia
22210082	D009369	Neoplasia
22209504	D009369	Neoplasia
21985978	D009369	Neoplasia
22182054	D009369	Neoplasia
21985979	D009369	Neoplasia
22209747	D009369	Neoplasia
22208663	D009369	Neoplasia
22208684	D009369	Neoplasm
22208940	D009369	Neoplasm
22208447	D009369	Neoplasm
22210012	D009369	Neoplasm
22208272	D009369	Cancers
22210294	D009369	Cancers
22209650	D009369	Cancers
22209753	D009369	Cancers
22209294	D009369	Cancers
22209867	D009369	Cancers
22208447	D009369	Cancers
22208617	D009369	Cancers
22209431	D009369	Cancers
22210086	D009369	Cancers
22208612	D009369	Cancers
22208663	D009369	Cancers
22208749	D009369	Cancers
22208948	D009369	Cancers
22209699	D009369	Cancers
22209707	D009369	Cancers
22209713	D009369	Cancers
22209898	D009369	Cancers
22209974	D009369	Cancers
22210182	D009369	Cancers
22208882	D009369	Cancers
22202647	D009369	Cancers
22210181	D009369	Tumor
22210183	D009369	Tumor
22209238	D009369	Tumor
22208946	D009369	Tumor
22208977	D009369	Tumor
22209503	D009369	Tumor
22208981	D009369	Tumor
22209340	D009369	Tumor
22208986	D009369	Tumor
22208940	D009369	Tumor
22208967	D009369	Tumor
22210162	D009369	Tumor
22209154	D009369	Tumor
22210179	D009369	Tumor
22209110	D009369	Tumor
22208390	D009369	Tumor
22209769	D009369	Tumor
22209429	D009369	Tumor
22210108	D009369	Tumor
22208543	D009369	Tumor
22208690	D009369	Tumor
22208496	D009369	Tumor
22209867	D009369	Tumor
22208321	D009369	Tumor
22209430	D009369	Tumor
22208720	D009369	Tumor
22208996	D009369	Tumor
22209375	D009369	Tumor
22209766	D009369	Tumor
22210186	D009369	Tumor
22210381	D009369	Tumor
22208990	D009369	Tumor
22208688	D009369	Tumor
22209942	D009369	Tumor
22210294	D009369	Tumor
22208495	D009369	Tumor
22208936	D009369	Tumor
22210024	D009369	Tumor
22208663	D009369	Tumor
22208897	D009369	Tumor
22208963	D009369	Tumor
22208966	D009369	Tumor
22208970	D009369	Tumor
22209142	D009369	Tumor
22209264	D009369	Tumor
22209342	D009369	Tumor
22209971	D009369	Tumor
22210138	D009369	Tumor
22209155	D009369	Tumor
22209865	D009369	Tumor
21985978	D009369	Tumor
22208896	D009369	Tumor
22209079	D009369	Tumor
22209633	D009369	Tumor
22207927	D009369	Tumor
22207928	D009369	Tumor
22208494	D009369	Tumor
22209037	D009369	Tumor
22209059	D009369	Tumor
22209153	D009369	Tumor
22209344	D009369	Tumor
22209699	D009369	Tumor
22210035	D009369	Tumor
22210320	D009369	Tumor
22210373	D009369	Tumor
21985979	D009369	Tumor
22208686	D009369	Tumor
22208692	D009369	Tumor
22208903	D009369	Tumor
22209285	D009369	Tumor
22209329	D009369	Tumor
22209338	D009369	Tumor
22209398	D009369	Tumor
22209716	D009369	Tumor
22209747	D009369	Tumor
22209835	D009369	Tumor
22209850	D009369	Tumor
22209879	D009369	Tumor
22209975	D009369	Tumor
22209976	D009369	Tumor
22210020	D009369	Tumor
22210029	D009369	Tumor
22210045	D009369	Tumor
22210082	D009369	Tumor
22210084	D009369	Tumor
22208429	D009369	Tumor
22208975	D009369	Tumor
22210086	D009369	Tumor
22196208	D009369	Tumor
22208616	D009369	Tumor
22208782	D009369	Tumor
22208828	D009369	Tumor
22208858	D009369	Tumor
22208948	D009369	Tumor
22208982	D009369	Tumor
22209001	D009369	Tumor
22209006	D009369	Tumor
22209007	D009369	Tumor
22209080	D009369	Tumor
22209152	D009369	Tumor
22209162	D009369	Tumor
22209213	D009369	Tumor
22209390	D009369	Tumor
22209446	D009369	Tumor
22209521	D009369	Tumor
22209710	D009369	Tumor
22209758	D009369	Tumor
22209825	D009369	Tumor
22209849	D009369	Tumor
22209898	D009369	Tumor
22209935	D009369	Tumor
22209974	D009369	Tumor
22210051	D009369	Tumor
22210172	D009369	Tumor
22210182	D009369	Tumor
22210374	D009369	Tumor
22207924	D009369	Tumor
22209504	D009369	Tumor
22210012	D009372	Connective Tissue Neoplasm
22210012	D009372	Neoplasm, Connective Tissue
22208496	D009373	Germ Cell Tumors
22208321	D009373	Germ Cell Tumors
22208496	D009373	Tumors, Germ Cell
22208321	D009373	Tumors, Germ Cell
21985978	D009377	Multiple Endocrine Neoplasia
21985979	D009377	Multiple Endocrine Neoplasia
22209747	D009377	Multiple Endocrine Neoplasia
22209747	D009386	Hereditary Cancer Syndromes
22209747	D009386	Syndromes, Hereditary Cancer
22209113	D009393	Nephritis
22202645	D009393	Nephritis
22208496	D009396	Wilms Tumor
22208496	D009396	Wilms Tumor 1
22208496	D009396	Wilms' Tumor
22208496	D009396	Tumor, Wilms
22208496	D009396	Tumor, Wilms'
22209566	D009422	Neurological Disorders
22209716	D009422	Neurological Disorders
22209246	D009422	Disorder, Neurological
22136899	D009422	Disorders, Neurologic
22209566	D009422	Disorders, Neurologic
22209566	D009422	Disorders, Neurological
22209716	D009422	Disorders, Neurological
22209246	D009422	Neurological Disorder
22208320	D009436	Cyst, Neurenteric
22208320	D009436	Cysts, Neurenteric
22208320	D009436	Neurenteric Cysts
22209800	D009437	Neuralgia
22208773	D009437	Neuropathic Pain
22208894	D009437	Neuropathic Pain
22208803	D009437	Neuropathic Pain
22209797	D009437	Neuropathic Pain
22210279	D009437	Neuropathic Pain
22209243	D009437	Neuropathic Pain
22208773	D009437	Pain, Nerve
22208773	D009437	Pain, Neuropathic
22208894	D009437	Pain, Neuropathic
22208803	D009437	Pain, Neuropathic
22209797	D009437	Pain, Neuropathic
22210279	D009437	Pain, Neuropathic
22209243	D009437	Pain, Neuropathic
22208493	D009442	Peripheral Nerve Sheath Tumors, Malignant
22208493	D009442	MPNSTs
22208493	D009442	Schwannomas
22210129	D009443	Neuritis
22210004	D009447	Neuroblastoma
22209745	D009447	Neuroblastoma
22208948	D009447	Neuroblastoma
22208493	D009455	Neurofibromas
22209747	D009456	Neurofibromatosis Type 1
22210082	D009456	Neurofibromatosis Type 1
22209747	D009456	Type 1, Neurofibromatosis
22210082	D009456	Type 1, Neurofibromatosis
22210129	D009471	Neuromyelitis Optica
22202643	D009506	Nevi
22209108	D009807	Odontogenic Cysts
22209108	D009807	Cysts, Odontogenic
22209108	D009810	Odontoma
22209031	D009877	Endophthalmitis
22209620	D009886	Ophthalmoplegia
22208918	D009894	Opportunistic Infections
22208440	D009894	Opportunistic Infections
22208918	D009894	Infections, Opportunistic
22208440	D009894	Infections, Opportunistic
22209152	D009901	Neuropathy, Optic
22210129	D009902	Optic Neuritis
22210129	D009902	Neuritis, Optic
22208939	D009958	Oral-Facial-Digital Syndrome
22209648	D009959	Oropharynx Cancer
22209648	D009959	Cancer, Oropharynx
22210017	D009999	Ossification, Heterotopic
22210017	D009999	Heterotopic Ossification
21985980	D010000	Osteitis
21985980	D010002	Osteitis Fibrosa Cystica
22209421	D010003	Osteoarthritis
22209350	D010003	Osteoarthritis
22209622	D010003	Osteoarthritis
21978117	D010003	Osteoarthritis
22208936	D010016	Osteomas
22209694	D010019	Osteomyelitis
22208858	D010019	Osteomyelitis
22210128	D010020	Osteonecrosis
22125017	D010024	Osteoporosis
22125016	D010024	Osteoporosis
22125020	D010024	Osteoporosis
22125021	D010024	Osteoporosis
22125019	D010024	Osteoporosis
22209000	D010024	Osteoporosis
22210160	D010024	Osteoporosis
22209196	D010024	Osteoporosis
22125018	D010024	Osteoporosis
22209926	D010024	Osteoporosis
21985975	D010024	Osteoporosis
22208763	D010024	Osteoporosis
22209256	D010031	Otitis
22209256	D010033	Otitis Media
22209539	D010051	Cancer, Ovarian
22209976	D010051	Cancer, Ovarian
22209417	D010051	Cancer, Ovarian
22210018	D010051	Cancer, Ovarian
22207928	D010051	Cancer, Ovarian
22210294	D010051	Cancers, Ovarian
22210294	D010051	Ovarian Cancers
22209181	D010149	Pain, Postoperative
22209801	D010149	Pain, Postoperative
22209181	D010149	Postoperative Pain
22209801	D010149	Postoperative Pain
22208494	D010190	Cancer, Pancreatic
22208613	D010190	Cancer, Pancreatic
22209537	D010190	Cancer, Pancreatic
22209958	D010190	Cancer, Pancreatic
22208966	D010190	Cancer, Pancreatic
22209766	D010190	Cancer, Pancreatic
22209142	D010212	Papilloma
22208943	D010212	Papilloma
22209341	D010235	Paraganglioma
22209341	D010235	Paragangliomas
22208835	D010243	Paralysis
22208941	D010243	Paralysis
22208788	D010243	Paralysis
22136904	D010243	Paralysis
22209941	D010272	Parasitic Diseases
22209941	D010272	Diseases, Parasitic
21985978	D010282	Parathyroid Adenoma
21985978	D010282	Parathyroid Carcinoma
21985978	D010282	Adenoma, Parathyroid
21985978	D010282	Adenomas, Parathyroid
21985978	D010282	Carcinoma, Parathyroid
21985978	D010282	Parathyroid Adenomas
22209202	D010283	Paratuberculosis
22209202	D010283	Disease, Johne's
22208429	D010291	Paresis
22209246	D010291	Monoparesis
22209057	D010300	Idiopathic Parkinson's Disease
22208291	D010300	Idiopathic Parkinson's Disease
22208291	D010300	Parkinson's Disease
